HPO term ID	HPO name	HPO child (is_a)	icd10	icd10 string	OMIM disease ID(s) 
939	Osteoporosis	939	M80.819A	Other osteoporosis with current pathological fracture, unspecified shoulder, initial encounter for fracture	235200
939	Osteoporosis	939	M80.819D	Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.819G	Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.819K	Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.819P	Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.819S	Other osteoporosis with current pathological fracture, unspecified shoulder, sequela	235200
939	Osteoporosis	939	M80.82	Other osteoporosis with current pathological fracture, humerus	235200
939	Osteoporosis	939	M80.821	Other osteoporosis with current pathological fracture, right humerus	235200
939	Osteoporosis	939	M80.821A	Other osteoporosis with current pathological fracture, right humerus, initial encounter for fracture	235200
939	Osteoporosis	939	M80.821D	Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.821G	Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.821K	Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.821P	Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.821S	Other osteoporosis with current pathological fracture, right humerus, sequela	235200
939	Osteoporosis	939	M80.822	Other osteoporosis with current pathological fracture, left humerus	235200
939	Osteoporosis	939	M80.822A	Other osteoporosis with current pathological fracture, left humerus, initial encounter for fracture	235200
939	Osteoporosis	939	M80.822D	Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.822G	Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.822K	Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.822P	Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.822S	Other osteoporosis with current pathological fracture, left humerus, sequela	235200
939	Osteoporosis	939	M80.829	Other osteoporosis with current pathological fracture, unspecified humerus	235200
939	Osteoporosis	939	M80.829A	Other osteoporosis with current pathological fracture, unspecified humerus, initial encounter for fracture	235200
939	Osteoporosis	939	M80.829D	Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.829G	Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.829K	Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.829P	Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.829S	Other osteoporosis with current pathological fracture, unspecified humerus, sequela	235200
939	Osteoporosis	939	M80.83	Other osteoporosis with current pathological fracture, forearm	235200
939	Osteoporosis	939	M80.831	Other osteoporosis with current pathological fracture, right forearm	235200
939	Osteoporosis	939	M80.831A	Other osteoporosis with current pathological fracture, right forearm, initial encounter for fracture	235200
939	Osteoporosis	939	M80.831D	Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.831G	Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.831K	Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.831P	Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.831S	Other osteoporosis with current pathological fracture, right forearm, sequela	235200
939	Osteoporosis	939	M80.832	Other osteoporosis with current pathological fracture, left forearm	235200
939	Osteoporosis	939	M80.832A	Other osteoporosis with current pathological fracture, left forearm, initial encounter for fracture	235200
939	Osteoporosis	939	M80.832D	Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.832G	Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.832K	Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.832P	Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.832S	Other osteoporosis with current pathological fracture, left forearm, sequela	235200
939	Osteoporosis	939	M80.839	Other osteoporosis with current pathological fracture, unspecified forearm	235200
939	Osteoporosis	939	M80.839A	Other osteoporosis with current pathological fracture, unspecified forearm, initial encounter for fracture	235200
939	Osteoporosis	939	M80.839D	Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.839G	Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.839K	Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.839P	Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.839S	Other osteoporosis with current pathological fracture, unspecified forearm, sequela	235200
939	Osteoporosis	939	M80.84	Other osteoporosis with current pathological fracture, hand	235200
939	Osteoporosis	939	M80.841	Other osteoporosis with current pathological fracture, right hand	235200
939	Osteoporosis	939	M80.841A	Other osteoporosis with current pathological fracture, right hand, initial encounter for fracture	235200
939	Osteoporosis	939	M80.841D	Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.841G	Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.841K	Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.841P	Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.841S	Other osteoporosis with current pathological fracture, right hand, sequela	235200
939	Osteoporosis	939	M80.842	Other osteoporosis with current pathological fracture, left hand	235200
939	Osteoporosis	939	M80.842A	Other osteoporosis with current pathological fracture, left hand, initial encounter for fracture	235200
939	Osteoporosis	939	M80.842D	Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.842G	Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.842K	Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.842P	Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.842S	Other osteoporosis with current pathological fracture, left hand, sequela	235200
939	Osteoporosis	939	M80.849	Other osteoporosis with current pathological fracture, unspecified hand	235200
939	Osteoporosis	939	M80.849A	Other osteoporosis with current pathological fracture, unspecified hand, initial encounter for fracture	235200
939	Osteoporosis	939	M80.849D	Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.849G	Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.849K	Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.849P	Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with malunion	235200
